TypeRegistrering,TypeRegistrering_label,DrivstoffType,DrivstoffType_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2019M10,2019M10,2686,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2019M11,2019M11,2424,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2019M12,2019M12,3747,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M01,2020M01,1867,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M02,2020M02,1917,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M03,2020M03,1917,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M04,2020M04,1467,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M05,2020M05,1556,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M06,2020M06,2400,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M07,2020M07,1966,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M08,2020M08,1976,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M09,2020M09,1393,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M10,2020M10,1149,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M11,2020M11,1064,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2020M12,2020M12,1192,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M01,2021M01,883,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M02,2021M02,1011,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M03,2021M03,977,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M04,2021M04,1049,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M05,2021M05,787,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M06,2021M06,1154,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M07,2021M07,643,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M08,2021M08,963,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M09,2021M09,615,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M10,2021M10,455,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M11,2021M11,551,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2021M12,2021M12,983,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M01,2022M01,271,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M02,2022M02,532,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M03,2022M03,536,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M04,2022M04,517,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M05,2022M05,548,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M06,2022M06,714,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M07,2022M07,454,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M08,2022M08,596,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M09,2022M09,577,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M10,2022M10,581,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M11,2022M11,510,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2022M12,2022M12,1219,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M01,2023M01,149,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M02,2023M02,258,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M03,2023M03,431,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M04,2023M04,343,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M05,2023M05,367,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M06,2023M06,455,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M07,2023M07,256,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M08,2023M08,356,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M09,2023M09,216,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M10,2023M10,227,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M11,2023M11,218,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2023M12,2023M12,424,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M01,2024M01,115,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M02,2024M02,213,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M03,2024M03,225,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M04,2024M04,396,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M05,2024M05,467,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M06,2024M06,350,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M07,2024M07,178,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M08,2024M08,175,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M09,2024M09,146,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M10,2024M10,263,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M11,2024M11,252,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2024M12,2024M12,318,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M01,2025M01,139,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M02,2025M02,148,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M03,2025M03,242,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M04,2025M04,178,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M05,2025M05,179,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M06,2025M06,169,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M07,2025M07,95,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M08,2025M08,132,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M09,2025M09,109,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M10,2025M10,127,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M11,2025M11,140,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2025M12,2025M12,181,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2026M01,2026M01,94,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2026M02,2026M02,67,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2026M03,2026M03,135,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2026M04,2026M04,104,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2026M05,2026M05,124,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2026M06,2026M06,163,
N,Nye kjøretøy,20,Fossil,Personbiler,Personbiler,2026M07,2026M07,80,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M01,1995M01,1927,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M02,1995M02,1509,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M03,1995M03,1936,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M04,1995M04,1288,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M05,1995M05,1631,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M06,1995M06,1553,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M07,1995M07,1476,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M08,1995M08,1586,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M09,1995M09,1754,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M10,1995M10,1874,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M11,1995M11,2563,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1995M12,1995M12,2018,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M01,1996M01,1706,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M02,1996M02,1439,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M03,1996M03,1631,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M04,1996M04,1438,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M05,1996M05,1671,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M06,1996M06,1622,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M07,1996M07,1649,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M08,1996M08,1489,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M09,1996M09,1444,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M10,1996M10,2071,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M11,1996M11,1987,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1996M12,1996M12,2031,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M01,1997M01,2083,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M02,1997M02,1514,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M03,1997M03,1379,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M04,1997M04,1745,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M05,1997M05,1622,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M06,1997M06,1677,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M07,1997M07,1730,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M08,1997M08,1623,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M09,1997M09,1872,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M10,1997M10,2012,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M11,1997M11,2098,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1997M12,1997M12,2053,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M01,1998M01,1982,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M02,1998M02,1644,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M03,1998M03,1930,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M04,1998M04,1758,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M05,1998M05,1761,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M06,1998M06,1575,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M07,1998M07,1742,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M08,1998M08,1750,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M09,1998M09,1902,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M10,1998M10,1832,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M11,1998M11,1699,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1998M12,1998M12,1561,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M01,1999M01,1765,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M02,1999M02,1432,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M03,1999M03,1554,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M04,1999M04,1431,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M05,1999M05,1329,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M06,1999M06,1409,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M07,1999M07,1451,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M08,1999M08,1453,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M09,1999M09,1614,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M10,1999M10,1761,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M11,1999M11,1904,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,1999M12,1999M12,1852,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M01,2000M01,1897,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M02,2000M02,1557,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M03,2000M03,1814,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M04,2000M04,1377,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M05,2000M05,1622,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M06,2000M06,1592,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M07,2000M07,1512,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M08,2000M08,1638,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M09,2000M09,1480,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M10,2000M10,1716,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M11,2000M11,1767,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2000M12,2000M12,2100,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M01,2001M01,1689,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M02,2001M02,1558,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M03,2001M03,1960,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M04,2001M04,1399,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M05,2001M05,1616,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M06,2001M06,1265,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M07,2001M07,3437,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M08,2001M08,2423,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M09,2001M09,1848,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M10,2001M10,1651,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M11,2001M11,1551,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2001M12,2001M12,1448,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M01,2002M01,1544,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M02,2002M02,1436,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M03,2002M03,1275,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M04,2002M04,1618,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M05,2002M05,1698,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M06,2002M06,1427,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M07,2002M07,1343,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M08,2002M08,1435,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M09,2002M09,1371,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M10,2002M10,1871,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M11,2002M11,1783,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2002M12,2002M12,1352,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M01,2003M01,1614,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M02,2003M02,1607,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M03,2003M03,1727,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M04,2003M04,1563,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M05,2003M05,1504,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M06,2003M06,1620,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M07,2003M07,1484,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M08,2003M08,1482,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M09,2003M09,1766,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M10,2003M10,1750,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M11,2003M11,1971,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2003M12,2003M12,1518,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M01,2004M01,1595,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M02,2004M02,1517,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M03,2004M03,2037,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M04,2004M04,1897,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M05,2004M05,1895,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M06,2004M06,2011,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M07,2004M07,1932,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M08,2004M08,2095,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M09,2004M09,2067,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M10,2004M10,2138,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M11,2004M11,2103,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2004M12,2004M12,2601,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M01,2005M01,2035,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M02,2005M02,2105,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M03,2005M03,2289,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M04,2005M04,2618,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M05,2005M05,2185,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M06,2005M06,2343,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M07,2005M07,2011,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M08,2005M08,2341,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M09,2005M09,2236,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M10,2005M10,2209,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M11,2005M11,2413,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2005M12,2005M12,2629,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M01,2006M01,2543,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M02,2006M02,2321,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M03,2006M03,2738,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M04,2006M04,2081,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M05,2006M05,2680,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M06,2006M06,2657,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M07,2006M07,2179,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M08,2006M08,2602,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M09,2006M09,2563,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M10,2006M10,2488,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M11,2006M11,3359,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2006M12,2006M12,4518,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M01,2007M01,2585,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M02,2007M02,2587,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M03,2007M03,3248,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M04,2007M04,2487,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M05,2007M05,3615,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M06,2007M06,3040,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M07,2007M07,2418,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M08,2007M08,3227,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M09,2007M09,2786,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M10,2007M10,3058,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M11,2007M11,3345,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2007M12,2007M12,4436,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M01,2008M01,2062,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M02,2008M02,2666,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M03,2008M03,2488,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M04,2008M04,3343,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M05,2008M05,2958,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M06,2008M06,2573,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M07,2008M07,2112,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M08,2008M08,2528,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M09,2008M09,2290,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M10,2008M10,2215,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M11,2008M11,1986,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2008M12,2008M12,2190,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M01,2009M01,1431,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M02,2009M02,1569,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M03,2009M03,1854,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M04,2009M04,1619,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M05,2009M05,1704,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M06,2009M06,1707,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M07,2009M07,1483,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M08,2009M08,1750,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M09,2009M09,1895,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M10,2009M10,1894,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M11,2009M11,1898,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2009M12,2009M12,2224,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M01,2010M01,1755,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M02,2010M02,1855,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M03,2010M03,2364,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M04,2010M04,2507,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M05,2010M05,2269,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M06,2010M06,2315,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M07,2010M07,1956,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M08,2010M08,2303,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M09,2010M09,2241,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M10,2010M10,2070,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M11,2010M11,2458,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2010M12,2010M12,2501,
N,Nye kjøretøy,20,Fossil,VareCampBiler,Vare- og campingbiler,2011M01,2011M01,2317,
