TypeRegistrering,TypeRegistrering_label,DrivstoffType,DrivstoffType_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2017M08,2017M08,20,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2017M09,2017M09,18,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2017M10,2017M10,41,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2017M11,2017M11,27,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2017M12,2017M12,14,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M01,2018M01,29,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M02,2018M02,8,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M03,2018M03,11,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M04,2018M04,19,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M05,2018M05,12,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M06,2018M06,14,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M07,2018M07,8,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M08,2018M08,9,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M09,2018M09,14,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M10,2018M10,17,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M11,2018M11,11,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2018M12,2018M12,7,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M01,2019M01,16,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M02,2019M02,8,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M03,2019M03,9,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M04,2019M04,8,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M05,2019M05,7,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M06,2019M06,15,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M07,2019M07,9,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M08,2019M08,7,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M09,2019M09,7,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M10,2019M10,6,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M11,2019M11,11,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2019M12,2019M12,4,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M01,2020M01,0,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M02,2020M02,3,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M03,2020M03,4,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M04,2020M04,3,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M05,2020M05,3,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M06,2020M06,2,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M07,2020M07,4,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M08,2020M08,1,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M09,2020M09,2,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M10,2020M10,0,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M11,2020M11,4,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2020M12,2020M12,1,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M01,2021M01,1,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M02,2021M02,1,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M03,2021M03,1,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M04,2021M04,4,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M05,2021M05,1,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M06,2021M06,2,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M07,2021M07,1,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M08,2021M08,6,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M09,2021M09,15,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M10,2021M10,11,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M11,2021M11,13,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2021M12,2021M12,9,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M01,2022M01,10,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M02,2022M02,15,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M03,2022M03,10,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M04,2022M04,13,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M05,2022M05,13,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M06,2022M06,3,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M07,2022M07,3,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M08,2022M08,12,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M09,2022M09,15,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M10,2022M10,10,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M11,2022M11,8,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2022M12,2022M12,20,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M01,2023M01,4,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M02,2023M02,2,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M03,2023M03,0,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M04,2023M04,1,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M05,2023M05,3,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M06,2023M06,3,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M07,2023M07,2,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M08,2023M08,3,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M09,2023M09,4,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M10,2023M10,4,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M11,2023M11,0,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2023M12,2023M12,3,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M01,2024M01,2,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M02,2024M02,4,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M03,2024M03,8,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M04,2024M04,7,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M05,2024M05,7,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M06,2024M06,7,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M07,2024M07,10,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M08,2024M08,9,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M09,2024M09,7,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M10,2024M10,8,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M11,2024M11,11,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2024M12,2024M12,8,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M01,2025M01,11,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M02,2025M02,9,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M03,2025M03,7,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M04,2025M04,5,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M05,2025M05,5,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M06,2025M06,12,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M07,2025M07,3,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M08,2025M08,15,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M09,2025M09,12,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M10,2025M10,20,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M11,2025M11,10,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2025M12,2025M12,33,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2026M01,2026M01,36,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2026M02,2026M02,17,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2026M03,2026M03,25,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2026M04,2026M04,22,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2026M05,2026M05,16,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2026M06,2026M06,24,
B,Bruktimporterte kjøretøy,19,Elektrisk/nullutslipp,VareCampBiler,Vare- og campingbiler,2026M07,2026M07,26,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M01,1995M01,345,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M02,1995M02,358,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M03,1995M03,423,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M04,1995M04,374,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M05,1995M05,495,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M06,1995M06,473,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M07,1995M07,514,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M08,1995M08,428,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M09,1995M09,425,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M10,1995M10,414,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M11,1995M11,464,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1995M12,1995M12,278,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M01,1996M01,521,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M02,1996M02,644,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M03,1996M03,895,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M04,1996M04,967,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M05,1996M05,1269,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M06,1996M06,1193,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M07,1996M07,1730,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M08,1996M08,1444,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M09,1996M09,1426,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M10,1996M10,1587,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M11,1996M11,1412,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1996M12,1996M12,1118,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M01,1997M01,1376,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M02,1997M02,1287,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M03,1997M03,1422,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M04,1997M04,1763,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M05,1997M05,1677,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M06,1997M06,1466,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M07,1997M07,1890,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M08,1997M08,1409,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M09,1997M09,1457,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M10,1997M10,1498,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M11,1997M11,1205,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1997M12,1997M12,1010,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M01,1998M01,1130,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M02,1998M02,1066,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M03,1998M03,1332,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M04,1998M04,1427,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M05,1998M05,1490,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M06,1998M06,1279,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M07,1998M07,1963,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M08,1998M08,1323,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M09,1998M09,1234,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M10,1998M10,1093,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M11,1998M11,930,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1998M12,1998M12,673,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M01,1999M01,808,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M02,1999M02,784,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M03,1999M03,982,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M04,1999M04,976,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M05,1999M05,1123,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M06,1999M06,1261,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M07,1999M07,1722,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M08,1999M08,1448,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M09,1999M09,1563,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M10,1999M10,1547,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M11,1999M11,1381,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,1999M12,1999M12,1003,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M01,2000M01,1217,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M02,2000M02,1266,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M03,2000M03,1588,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M04,2000M04,1289,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M05,2000M05,1815,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M06,2000M06,1539,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M07,2000M07,2100,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M08,2000M08,1727,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M09,2000M09,1689,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M10,2000M10,1782,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M11,2000M11,1668,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2000M12,2000M12,1267,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M01,2001M01,1407,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M02,2001M02,1341,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M03,2001M03,1726,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M04,2001M04,1505,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M05,2001M05,1689,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M06,2001M06,1517,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M07,2001M07,2121,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M08,2001M08,1919,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M09,2001M09,1572,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M10,2001M10,1688,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M11,2001M11,1519,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2001M12,2001M12,1057,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M01,2002M01,1345,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M02,2002M02,1361,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M03,2002M03,1543,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M04,2002M04,1805,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M05,2002M05,1947,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M06,2002M06,1755,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M07,2002M07,2636,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M08,2002M08,2031,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M09,2002M09,2012,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M10,2002M10,2203,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M11,2002M11,1843,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2002M12,2002M12,1389,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M01,2003M01,1515,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M02,2003M02,1564,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M03,2003M03,1763,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M04,2003M04,1765,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M05,2003M05,1845,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M06,2003M06,1582,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M07,2003M07,2153,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M08,2003M08,1504,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M09,2003M09,1621,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M10,2003M10,1740,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M11,2003M11,1386,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2003M12,2003M12,1244,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M01,2004M01,1164,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M02,2004M02,1228,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M03,2004M03,1436,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M04,2004M04,1472,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M05,2004M05,1533,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M06,2004M06,1798,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M07,2004M07,2093,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M08,2004M08,1494,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M09,2004M09,1610,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M10,2004M10,1588,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M11,2004M11,1516,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2004M12,2004M12,1660,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M01,2005M01,145,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M02,2005M02,101,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M03,2005M03,83,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M04,2005M04,127,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M05,2005M05,2005,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M06,2005M06,2389,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M07,2005M07,3503,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M08,2005M08,2990,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M09,2005M09,2936,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M10,2005M10,2703,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M11,2005M11,2630,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2005M12,2005M12,2390,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2006M01,2006M01,2079,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2006M02,2006M02,2155,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2006M03,2006M03,2677,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2006M04,2006M04,2414,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2006M05,2006M05,2966,
B,Bruktimporterte kjøretøy,20,Fossil,Personbiler,Personbiler,2006M06,2006M06,3076,
