PetroleumProd,PetroleumProd_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M10,2021M10,16.28,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M11,2021M11,16.76,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2021M12,2021M12,16.76,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M01,2022M01,17.54,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M02,2022M02,18.23,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M03,2022M03,22.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M04,2022M04,20.99,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M05,2022M05,22.39,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M06,2022M06,24.58,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M07,2022M07,24.64,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M08,2022M08,21.34,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M09,2022M09,22.18,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M10,2022M10,24.15,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M11,2022M11,22.43,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2022M12,2022M12,20.11,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M01,2023M01,21.59,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M02,2023M02,20.54,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M03,2023M03,21.28,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M04,2023M04,20.73,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M05,2023M05,19.3,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M06,2023M06,19.55,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M07,2023M07,19.71,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M08,2023M08,21.28,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M09,2023M09,21.58,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M10,2023M10,22.48,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M11,2023M11,21.72,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2023M12,2023M12,20.99,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M01,2024M01,20.1,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M02,2024M02,21.96,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M03,2024M03,21.05,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M04,2024M04,21.42,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M05,2024M05,21.66,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M06,2024M06,21.77,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M07,2024M07,21.04,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M08,2024M08,20.29,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M09,2024M09,20.27,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M10,2024M10,20.81,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M11,2024M11,21.15,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2024M12,2024M12,20.99,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M01,2025M01,21.43,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M02,2025M02,21.07,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M03,2025M03,20.43,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M04,2025M04,19.06,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M05,2025M05,19.17,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M06,2025M06,18.74,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M07,2025M07,20.69,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M08,2025M08,20.33,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M09,2025M09,20.27,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M10,2025M10,20.58,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M11,2025M11,20.27,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2025M12,2025M12,20.56,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2026M01,2026M01,20.19,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2026M02,2026M02,19.82,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2026M03,2026M03,24.54,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2026M04,2026M04,23.31,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2026M05,2026M05,20.02,
035,Avgiftspliktig diesel,Priser,Priser (kr per liter),2026M06,2026M06,18.81,
