Kjopegrupper,Kjopegrupper_label,Produkter,Produkter_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M04,2022M04,220.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M05,2022M05,245.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M06,2022M06,249.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M07,2022M07,233.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M08,2022M08,249.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M09,2022M09,247.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M10,2022M10,237.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M11,2022M11,251.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M12,2022M12,229.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M01,2023M01,224.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M02,2023M02,213.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M03,2023M03,242.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M04,2023M04,204.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M05,2023M05,227.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M06,2023M06,241.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M07,2023M07,220.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M08,2023M08,233.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M09,2023M09,221.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M10,2023M10,247.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M11,2023M11,233.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M12,2023M12,219.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M01,2024M01,207.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M02,2024M02,206.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M03,2024M03,188.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M04,2024M04,209.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M05,2024M05,205.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M06,2024M06,216.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M07,2024M07,200.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M08,2024M08,214.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M09,2024M09,207.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M10,2024M10,217.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M11,2024M11,201.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M12,2024M12,190.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M01,2025M01,188.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M02,2025M02,183.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M03,2025M03,194.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M04,2025M04,184.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M05,2025M05,194.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M06,2025M06,203.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M07,2025M07,188.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M08,2025M08,202.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M09,2025M09,201.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M10,2025M10,202.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M11,2025M11,186.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M12,2025M12,176.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M01,2026M01,185.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M02,2026M02,175.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M03,2026M03,179.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M04,2026M04,186.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M05,2026M05,199.0,
00,Alle kjøpegrupper,02a,Autodiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M06,2026M06,209.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M01,2021M01,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M02,2021M02,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M03,2021M03,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M04,2021M04,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M05,2021M05,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M06,2021M06,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M07,2021M07,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M08,2021M08,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M09,2021M09,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M10,2021M10,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M11,2021M11,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M12,2021M12,,..
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M01,2022M01,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M02,2022M02,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M03,2022M03,6.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M04,2022M04,7.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M05,2022M05,4.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M06,2022M06,4.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M07,2022M07,3.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M08,2022M08,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M09,2022M09,9.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M10,2022M10,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M11,2022M11,8.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M12,2022M12,9.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M01,2023M01,6.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M02,2023M02,4.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M03,2023M03,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M04,2023M04,7.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M05,2023M05,3.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M06,2023M06,6.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M07,2023M07,3.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M08,2023M08,4.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M09,2023M09,6.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M10,2023M10,6.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M11,2023M11,3.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M12,2023M12,3.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M01,2024M01,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M02,2024M02,4.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M03,2024M03,6.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M04,2024M04,4.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M05,2024M05,6.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M06,2024M06,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M07,2024M07,6.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M08,2024M08,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M09,2024M09,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M10,2024M10,6.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M11,2024M11,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M12,2024M12,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M01,2025M01,3.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M02,2025M02,3.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M03,2025M03,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M04,2025M04,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M05,2025M05,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M06,2025M06,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M07,2025M07,3.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M08,2025M08,4.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M09,2025M09,6.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M10,2025M10,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M11,2025M11,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M12,2025M12,3.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M01,2026M01,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M02,2026M02,5.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M03,2026M03,3.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M04,2026M04,4.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M05,2026M05,9.0,
00,Alle kjøpegrupper,02a,Autodiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M06,2026M06,6.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M01,2021M01,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M02,2021M02,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M03,2021M03,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M04,2021M04,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M05,2021M05,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M06,2021M06,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M07,2021M07,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M08,2021M08,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M09,2021M09,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M10,2021M10,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M11,2021M11,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2021M12,2021M12,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M01,2022M01,70.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M02,2022M02,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M03,2022M03,88.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M04,2022M04,65.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M05,2022M05,75.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M06,2022M06,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M07,2022M07,62.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M08,2022M08,81.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M09,2022M09,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M10,2022M10,76.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M11,2022M11,82.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2022M12,2022M12,85.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M01,2023M01,79.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M02,2023M02,70.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M03,2023M03,89.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M04,2023M04,68.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M05,2023M05,77.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M06,2023M06,81.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M07,2023M07,59.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M08,2023M08,75.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M09,2023M09,77.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M10,2023M10,87.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M11,2023M11,91.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2023M12,2023M12,85.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M01,2024M01,92.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M02,2024M02,85.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M03,2024M03,65.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M04,2024M04,78.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M05,2024M05,82.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M06,2024M06,78.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M07,2024M07,71.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M08,2024M08,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M09,2024M09,82.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M10,2024M10,85.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M11,2024M11,85.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2024M12,2024M12,74.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M01,2025M01,79.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M02,2025M02,72.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M03,2025M03,75.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M04,2025M04,78.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M05,2025M05,77.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M06,2025M06,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M07,2025M07,69.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M08,2025M08,76.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M09,2025M09,77.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M10,2025M10,82.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M11,2025M11,83.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2025M12,2025M12,77.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2026M01,2026M01,82.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2026M02,2026M02,86.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2026M03,2026M03,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2026M04,2026M04,57.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2026M05,2026M05,82.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Total,Totalt sal,2026M06,2026M06,83.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M01,2021M01,74.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M02,2021M02,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M03,2021M03,79.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M04,2021M04,77.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M05,2021M05,75.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M06,2021M06,87.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M07,2021M07,70.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M08,2021M08,86.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M09,2021M09,83.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M10,2021M10,77.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M11,2021M11,86.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2021M12,2021M12,89.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M01,2022M01,69.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M02,2022M02,79.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M03,2022M03,88.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M04,2022M04,65.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M05,2022M05,74.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M06,2022M06,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M07,2022M07,62.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M08,2022M08,81.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M09,2022M09,75.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M10,2022M10,75.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M11,2022M11,78.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2022M12,2022M12,79.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M01,2023M01,75.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M02,2023M02,67.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M03,2023M03,83.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M04,2023M04,64.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M05,2023M05,76.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M06,2023M06,77.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M07,2023M07,58.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M08,2023M08,73.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M09,2023M09,72.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M10,2023M10,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M11,2023M11,84.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2023M12,2023M12,77.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M01,2024M01,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M02,2024M02,75.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M03,2024M03,57.0,
